"","polviews","race"
"50624","Extremely Liberal","White"
"50625","Conservative","Other"
"50626","Conservative","White"
"50627","Moderate","White"
"50628","Conservative","White"
"50629","Conservative","White"
"50630","Conservative","White"
"50631","Moderate","White"
"50632","Moderate","White"
"50633","Moderate","White"
"50634","Extrmly Conservative","Black"
"50635","Slightly Conservative","White"
"50636","Conservative","White"
"50637","Conservative","White"
"50639","Liberal","White"
"50640","Moderate","White"
"50641","Moderate","White"
"50642","Slightly Liberal","White"
"50643","Extrmly Conservative","White"
"50644","Moderate","Black"
"50645","Moderate","White"
"50646","Extrmly Conservative","White"
"50647","Moderate","White"
"50648","Liberal","White"
"50650","Moderate","White"
"50651","Moderate","White"
"50652","Slightly Conservative","White"
"50653","Slightly Conservative","White"
"50654","Moderate","White"
"50655","Moderate","White"
"50656","Conservative","White"
"50657","Slightly Conservative","Other"
"50658","Moderate","White"
"50659","Moderate","White"
"50660","Extrmly Conservative","White"
"50661","Conservative","White"
"50662","Slightly Conservative","White"
"50663","Moderate","White"
"50664","Slightly Liberal","White"
"50665","Conservative","White"
"50666","Moderate","White"
"50667","Slightly Conservative","White"
"50668","Slightly Conservative","White"
"50669","Conservative","White"
"50670","Moderate","White"
"50671","Extrmly Conservative","White"
"50672","Moderate","White"
"50673","Extrmly Conservative","White"
"50674","Slightly Liberal","White"
"50675","Moderate","White"
"50677","Slightly Conservative","White"
"50678","Conservative","White"
"50679","Moderate","White"
"50680","Conservative","White"
"50681","Slightly Conservative","White"
"50682","Slightly Liberal","White"
"50683","Slightly Conservative","White"
"50684","Conservative","White"
"50685","Moderate","White"
"50686","Slightly Liberal","White"
"50687","Moderate","Black"
"50688","Slightly Liberal","White"
"50689","Slightly Conservative","White"
"50690","Moderate","White"
"50691","Liberal","White"
"50692","Extrmly Conservative","White"
"50693","Slightly Conservative","White"
"50694","Conservative","White"
"50695","Slightly Conservative","White"
"50696","Moderate","Other"
"50697","Extrmly Conservative","Other"
"50698","Slightly Liberal","Other"
"50699","Moderate","Other"
"50700","Slightly Conservative","White"
"50701","Liberal","Black"
"50702","Moderate","White"
"50703","Slightly Liberal","Other"
"50704","Moderate","Other"
"50705","Liberal","Other"
"50708","Conservative","Black"
"50709","Extrmly Conservative","White"
"50710","Conservative","White"
"50711","Conservative","White"
"50712","Moderate","Other"
"50713","Extrmly Conservative","Black"
"50714","Conservative","White"
"50715","Conservative","Black"
"50717","Liberal","Black"
"50718","Moderate","Other"
"50719","Slightly Liberal","Other"
"50720","Moderate","White"
"50722","Moderate","White"
"50723","Moderate","White"
"50724","Moderate","White"
"50725","Liberal","White"
"50726","Slightly Conservative","White"
"50728","Moderate","White"
"50729","Conservative","White"
"50730","Moderate","Other"
"50731","Moderate","White"
"50732","Slightly Conservative","White"
"50733","Moderate","White"
"50734","Liberal","White"
"50735","Liberal","Other"
"50736","Moderate","White"
"50737","Conservative","White"
"50740","Extrmly Conservative","White"
"50741","Liberal","White"
"50742","Moderate","White"
"50743","Slightly Conservative","White"
"50744","Conservative","White"
"50746","Moderate","White"
"50747","Slightly Conservative","Black"
"50748","Moderate","White"
"50749","Moderate","White"
"50750","Conservative","White"
"50751","Moderate","White"
"50752","Conservative","Other"
"50753","Conservative","White"
"50754","Slightly Liberal","White"
"50756","Moderate","White"
"50757","Liberal","White"
"50758","Liberal","White"
"50759","Moderate","White"
"50760","Conservative","White"
"50761","Conservative","White"
"50763","Conservative","White"
"50764","Slightly Conservative","White"
"50766","Slightly Conservative","White"
"50767","Moderate","White"
"50768","Slightly Conservative","White"
"50769","Extrmly Conservative","White"
"50770","Moderate","White"
"50771","Moderate","White"
"50772","Moderate","White"
"50774","Moderate","White"
"50775","Moderate","White"
"50776","Moderate","White"
"50777","Moderate","White"
"50778","Moderate","White"
"50779","Moderate","Other"
"50780","Moderate","Other"
"50781","Conservative","Other"
"50782","Conservative","White"
"50783","Moderate","Other"
"50784","Moderate","Other"
"50785","Moderate","White"
"50786","Slightly Conservative","White"
"50787","Slightly Liberal","White"
"50788","Extremely Liberal","Other"
"50789","Liberal","Other"
"50790","Slightly Liberal","White"
"50791","Moderate","Other"
"50793","Moderate","White"
"50794","Extremely Liberal","White"
"50795","Moderate","White"
"50796","Liberal","Other"
"50797","Slightly Liberal","Other"
"50798","Slightly Liberal","Other"
"50799","Slightly Conservative","Other"
"50801","Slightly Liberal","Black"
"50802","Moderate","White"
"50803","Slightly Conservative","White"
"50804","Slightly Conservative","White"
"50805","Conservative","Other"
"50807","Slightly Conservative","Other"
"50808","Moderate","White"
"50809","Conservative","White"
"50810","Liberal","Black"
"50811","Conservative","White"
"50812","Liberal","Other"
"50813","Moderate","Other"
"50814","Conservative","White"
"50815","Extrmly Conservative","White"
"50816","Slightly Conservative","White"
"50817","Moderate","Other"
"50818","Conservative","White"
"50819","Slightly Conservative","Other"
"50820","Moderate","White"
"50821","Moderate","Other"
"50822","Liberal","White"
"50823","Moderate","White"
"50824","Slightly Conservative","White"
"50825","Moderate","White"
"50826","Moderate","White"
"50827","Moderate","White"
"50828","Moderate","White"
"50829","Moderate","White"
"50830","Moderate","White"
"50831","Slightly Conservative","White"
"50832","Moderate","White"
"50834","Moderate","White"
"50836","Moderate","White"
"50837","Moderate","White"
"50838","Moderate","White"
"50839","Liberal","White"
"50840","Moderate","White"
"50841","Conservative","White"
"50842","Moderate","White"
"50843","Slightly Liberal","White"
"50844","Moderate","White"
"50845","Moderate","White"
"50846","Conservative","White"
"50847","Conservative","White"
"50848","Moderate","White"
"50849","Liberal","White"
"50850","Slightly Conservative","White"
"50851","Slightly Conservative","White"
"50852","Conservative","White"
"50853","Moderate","White"
"50854","Extrmly Conservative","White"
"50855","Moderate","White"
"50856","Slightly Conservative","White"
"50857","Conservative","White"
"50858","Slightly Conservative","White"
"50860","Slightly Conservative","White"
"50861","Moderate","White"
"50862","Liberal","White"
"50863","Extremely Liberal","White"
"50864","Slightly Liberal","White"
"50865","Moderate","White"
"50866","Moderate","White"
"50867","Liberal","White"
"50868","Liberal","White"
"50869","Liberal","Black"
"50870","Slightly Liberal","Other"
"50871","Conservative","White"
"50872","Conservative","White"
"50873","Moderate","White"
"50874","Extrmly Conservative","White"
"50875","Moderate","White"
"50876","Slightly Conservative","White"
"50877","Moderate","Other"
"50878","Moderate","White"
"50879","Moderate","White"
"50880","Conservative","White"
"50881","Slightly Conservative","White"
"50882","Extremely Liberal","White"
"50883","Slightly Conservative","White"
"50884","Moderate","White"
"50885","Liberal","White"
"50886","Liberal","White"
"50887","Liberal","White"
"50888","Slightly Conservative","White"
"50889","Conservative","White"
"50890","Extrmly Conservative","White"
"50892","Slightly Conservative","White"
"50893","Moderate","White"
"50894","Conservative","White"
"50895","Slightly Liberal","White"
"50896","Moderate","White"
"50897","Liberal","White"
"50898","Slightly Liberal","Other"
"50899","Slightly Liberal","White"
"50900","Moderate","White"
"50902","Slightly Liberal","Black"
"50903","Moderate","White"
"50904","Slightly Conservative","White"
"50905","Extremely Liberal","White"
"50906","Moderate","White"
"50907","Slightly Conservative","White"
"50908","Slightly Liberal","White"
"50909","Moderate","White"
"50910","Moderate","White"
"50911","Moderate","Black"
"50912","Slightly Conservative","Other"
"50913","Moderate","Other"
"50914","Conservative","Other"
"50915","Moderate","Other"
"50916","Conservative","White"
"50917","Slightly Conservative","White"
"50918","Moderate","White"
"50919","Conservative","Other"
"50920","Liberal","White"
"50921","Slightly Conservative","White"
"50922","Slightly Liberal","White"
"50923","Moderate","White"
"50924","Slightly Liberal","White"
"50925","Moderate","Black"
"50926","Moderate","Black"
"50927","Moderate","White"
"50928","Moderate","Black"
"50929","Liberal","White"
"50930","Moderate","White"
"50931","Slightly Conservative","Other"
"50932","Moderate","Black"
"50933","Moderate","White"
"50934","Moderate","Black"
"50935","Conservative","White"
"50936","Slightly Liberal","Black"
"50937","Moderate","White"
"50938","Conservative","Other"
"50939","Slightly Liberal","White"
"50940","Conservative","White"
"50941","Slightly Conservative","White"
"50942","Moderate","White"
"50944","Moderate","White"
"50945","Slightly Conservative","Other"
"50946","Moderate","White"
"50947","Moderate","White"
"50948","Conservative","White"
"50949","Moderate","White"
"50950","Conservative","White"
"50951","Moderate","White"
"50952","Moderate","White"
"50953","Slightly Conservative","White"
"50954","Moderate","White"
"50955","Liberal","White"
"50956","Slightly Liberal","White"
"50957","Extremely Liberal","White"
"50958","Moderate","Other"
"50959","Extrmly Conservative","White"
"50960","Slightly Liberal","White"
"50961","Moderate","White"
"50962","Conservative","White"
"50963","Slightly Conservative","White"
"50964","Slightly Conservative","White"
"50965","Conservative","White"
"50967","Slightly Conservative","White"
"50968","Moderate","White"
"50969","Moderate","White"
"50970","Moderate","White"
"50971","Slightly Conservative","White"
"50972","Moderate","White"
"50974","Liberal","White"
"50975","Moderate","White"
"50976","Moderate","White"
"50977","Moderate","White"
"50978","Slightly Liberal","White"
"50979","Moderate","Black"
"50980","Slightly Liberal","White"
"50981","Slightly Liberal","White"
"50982","Liberal","Black"
"50983","Conservative","White"
"50984","Conservative","White"
"50985","Conservative","White"
"50986","Liberal","White"
"50987","Slightly Liberal","White"
"50988","Slightly Liberal","White"
"50989","Slightly Conservative","White"
"50990","Extremely Liberal","White"
"50991","Slightly Liberal","White"
"50992","Moderate","Black"
"50993","Slightly Conservative","Black"
"50994","Moderate","Black"
"50995","Conservative","White"
"50996","Moderate","White"
"50997","Liberal","Other"
"50998","Moderate","White"
"50999","Slightly Liberal","White"
"51000","Slightly Conservative","White"
"51001","Liberal","Black"
"51002","Conservative","White"
"51003","Conservative","Black"
"51004","Moderate","Black"
"51005","Moderate","White"
"51006","Moderate","White"
"51008","Moderate","White"
"51009","Extrmly Conservative","White"
"51010","Conservative","White"
"51011","Slightly Conservative","White"
"51012","Slightly Conservative","Other"
"51013","Moderate","White"
"51014","Moderate","White"
"51015","Moderate","White"
"51016","Moderate","White"
"51017","Extrmly Conservative","White"
"51018","Slightly Conservative","White"
"51019","Moderate","Other"
"51020","Moderate","White"
"51021","Liberal","Other"
"51022","Moderate","Other"
"51023","Moderate","Black"
"51024","Moderate","Black"
"51025","Liberal","Black"
"51026","Moderate","Black"
"51027","Slightly Liberal","Black"
"51028","Slightly Liberal","Black"
"51029","Liberal","Black"
"51030","Moderate","Black"
"51031","Liberal","Black"
"51032","Slightly Conservative","Black"
"51033","Slightly Liberal","White"
"51034","Moderate","Black"
"51035","Moderate","Black"
"51036","Moderate","Other"
"51037","Slightly Conservative","White"
"51038","Conservative","White"
"51039","Extremely Liberal","White"
"51040","Slightly Liberal","Other"
"51041","Moderate","White"
"51042","Conservative","White"
"51043","Moderate","White"
"51044","Conservative","White"
"51045","Conservative","White"
"51046","Slightly Liberal","White"
"51047","Moderate","Black"
"51048","Slightly Liberal","Other"
"51049","Moderate","Black"
"51050","Liberal","White"
"51051","Liberal","White"
"51052","Moderate","Other"
"51054","Moderate","White"
"51056","Conservative","White"
"51058","Moderate","White"
"51059","Conservative","White"
"51060","Slightly Conservative","Other"
"51061","Moderate","Other"
"51062","Liberal","White"
"51063","Moderate","White"
"51064","Moderate","White"
"51065","Moderate","Black"
"51066","Moderate","Other"
"51067","Slightly Conservative","White"
"51068","Slightly Liberal","White"
